Query,Result
160,"[http://db.uwaterloo.ca/~galuc/wsdbm/User537, http://db.uwaterloo.ca/~galuc/wsdbm/User19174, http://db.uwaterloo.ca/~galuc/wsdbm/User18303, http://db.uwaterloo.ca/~galuc/wsdbm/User7934, http://db.uwaterloo.ca/~galuc/wsdbm/User10253, http://db.uwaterloo.ca/~galuc/wsdbm/User11019, http://db.uwaterloo.ca/~galuc/wsdbm/User2073, http://db.uwaterloo.ca/~galuc/wsdbm/User9570, http://db.uwaterloo.ca/~galuc/wsdbm/User5257]"
161,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8002, http://db.uwaterloo.ca/~galuc/wsdbm/User794, http://db.uwaterloo.ca/~galuc/wsdbm/User10532, http://db.uwaterloo.ca/~galuc/wsdbm/User8471, http://db.uwaterloo.ca/~galuc/wsdbm/User18724, http://db.uwaterloo.ca/~galuc/wsdbm/User5639, http://db.uwaterloo.ca/~galuc/wsdbm/User11093, http://db.uwaterloo.ca/~galuc/wsdbm/User13993, http://db.uwaterloo.ca/~galuc/wsdbm/User1504, http://db.uwaterloo.ca/~galuc/wsdbm/User2996, http://db.uwaterloo.ca/~galuc/wsdbm/User709, http://db.uwaterloo.ca/~galuc/wsdbm/User825, http://db.uwaterloo.ca/~galuc/wsdbm/User12750, http://db.uwaterloo.ca/~galuc/wsdbm/User17216, http://db.uwaterloo.ca/~galuc/wsdbm/User10066, http://db.uwaterloo.ca/~galuc/wsdbm/User4500, http://db.uwaterloo.ca/~galuc/wsdbm/User17271]"
162,"[http://db.uwaterloo.ca/~galuc/wsdbm/User824, http://db.uwaterloo.ca/~galuc/wsdbm/User15133, http://db.uwaterloo.ca/~galuc/wsdbm/User15904, http://db.uwaterloo.ca/~galuc/wsdbm/User2188, http://db.uwaterloo.ca/~galuc/wsdbm/User19426, http://db.uwaterloo.ca/~galuc/wsdbm/User16810]"
163,"[http://db.uwaterloo.ca/~galuc/wsdbm/User6044, http://db.uwaterloo.ca/~galuc/wsdbm/User11917, http://db.uwaterloo.ca/~galuc/wsdbm/User15592, http://db.uwaterloo.ca/~galuc/wsdbm/User6927, http://db.uwaterloo.ca/~galuc/wsdbm/User16218, http://db.uwaterloo.ca/~galuc/wsdbm/User9640, http://db.uwaterloo.ca/~galuc/wsdbm/User1573, http://db.uwaterloo.ca/~galuc/wsdbm/User7804, http://db.uwaterloo.ca/~galuc/wsdbm/User4961, http://db.uwaterloo.ca/~galuc/wsdbm/User15125, http://db.uwaterloo.ca/~galuc/wsdbm/User16519, http://db.uwaterloo.ca/~galuc/wsdbm/User4033, http://db.uwaterloo.ca/~galuc/wsdbm/User15943]"
164,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16344, http://db.uwaterloo.ca/~galuc/wsdbm/User10687, http://db.uwaterloo.ca/~galuc/wsdbm/User14907, http://db.uwaterloo.ca/~galuc/wsdbm/User13215, http://db.uwaterloo.ca/~galuc/wsdbm/User5811, http://db.uwaterloo.ca/~galuc/wsdbm/User17954, http://db.uwaterloo.ca/~galuc/wsdbm/User1856, http://db.uwaterloo.ca/~galuc/wsdbm/User19221, http://db.uwaterloo.ca/~galuc/wsdbm/User5226, http://db.uwaterloo.ca/~galuc/wsdbm/User19830, http://db.uwaterloo.ca/~galuc/wsdbm/User16627, http://db.uwaterloo.ca/~galuc/wsdbm/User10693, http://db.uwaterloo.ca/~galuc/wsdbm/User4230, http://db.uwaterloo.ca/~galuc/wsdbm/User3949]"
165,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11899, http://db.uwaterloo.ca/~galuc/wsdbm/User19333, http://db.uwaterloo.ca/~galuc/wsdbm/User11807, http://db.uwaterloo.ca/~galuc/wsdbm/User3149, http://db.uwaterloo.ca/~galuc/wsdbm/User8242, http://db.uwaterloo.ca/~galuc/wsdbm/User1882, http://db.uwaterloo.ca/~galuc/wsdbm/User19954, http://db.uwaterloo.ca/~galuc/wsdbm/User4685, http://db.uwaterloo.ca/~galuc/wsdbm/User16054, http://db.uwaterloo.ca/~galuc/wsdbm/User11808, http://db.uwaterloo.ca/~galuc/wsdbm/User8430, http://db.uwaterloo.ca/~galuc/wsdbm/User3211, http://db.uwaterloo.ca/~galuc/wsdbm/User7214, http://db.uwaterloo.ca/~galuc/wsdbm/User18654, http://db.uwaterloo.ca/~galuc/wsdbm/User16421, http://db.uwaterloo.ca/~galuc/wsdbm/User7651]"
166,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13586, http://db.uwaterloo.ca/~galuc/wsdbm/User10216, http://db.uwaterloo.ca/~galuc/wsdbm/User12455, http://db.uwaterloo.ca/~galuc/wsdbm/User14445, http://db.uwaterloo.ca/~galuc/wsdbm/User16030, http://db.uwaterloo.ca/~galuc/wsdbm/User18625, http://db.uwaterloo.ca/~galuc/wsdbm/User1067, http://db.uwaterloo.ca/~galuc/wsdbm/User6965, http://db.uwaterloo.ca/~galuc/wsdbm/User11357, http://db.uwaterloo.ca/~galuc/wsdbm/User15769, http://db.uwaterloo.ca/~galuc/wsdbm/User1914, http://db.uwaterloo.ca/~galuc/wsdbm/User10804, http://db.uwaterloo.ca/~galuc/wsdbm/User11608, http://db.uwaterloo.ca/~galuc/wsdbm/User7498]"
167,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17341, http://db.uwaterloo.ca/~galuc/wsdbm/User12581, http://db.uwaterloo.ca/~galuc/wsdbm/User8058, http://db.uwaterloo.ca/~galuc/wsdbm/User5725, http://db.uwaterloo.ca/~galuc/wsdbm/User9024, http://db.uwaterloo.ca/~galuc/wsdbm/User6353]"
168,"[http://db.uwaterloo.ca/~galuc/wsdbm/User19024, http://db.uwaterloo.ca/~galuc/wsdbm/User5148, http://db.uwaterloo.ca/~galuc/wsdbm/User7648, http://db.uwaterloo.ca/~galuc/wsdbm/User17039, http://db.uwaterloo.ca/~galuc/wsdbm/User7042, http://db.uwaterloo.ca/~galuc/wsdbm/User4163, http://db.uwaterloo.ca/~galuc/wsdbm/User19617, http://db.uwaterloo.ca/~galuc/wsdbm/User13822]"
169,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11453, http://db.uwaterloo.ca/~galuc/wsdbm/User4985, http://db.uwaterloo.ca/~galuc/wsdbm/User18838, http://db.uwaterloo.ca/~galuc/wsdbm/User5550, http://db.uwaterloo.ca/~galuc/wsdbm/User3625, http://db.uwaterloo.ca/~galuc/wsdbm/User13311, http://db.uwaterloo.ca/~galuc/wsdbm/User4665, http://db.uwaterloo.ca/~galuc/wsdbm/User12811, http://db.uwaterloo.ca/~galuc/wsdbm/User10280]"
170,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4338, http://db.uwaterloo.ca/~galuc/wsdbm/User9640, http://db.uwaterloo.ca/~galuc/wsdbm/User616, http://db.uwaterloo.ca/~galuc/wsdbm/User15743, http://db.uwaterloo.ca/~galuc/wsdbm/User10668, http://db.uwaterloo.ca/~galuc/wsdbm/User10808, http://db.uwaterloo.ca/~galuc/wsdbm/User12342, http://db.uwaterloo.ca/~galuc/wsdbm/User1044]"
171,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17317, http://db.uwaterloo.ca/~galuc/wsdbm/User601, http://db.uwaterloo.ca/~galuc/wsdbm/User9719, http://db.uwaterloo.ca/~galuc/wsdbm/User2549, http://db.uwaterloo.ca/~galuc/wsdbm/User3085, http://db.uwaterloo.ca/~galuc/wsdbm/User11888, http://db.uwaterloo.ca/~galuc/wsdbm/User1306, http://db.uwaterloo.ca/~galuc/wsdbm/User14528, http://db.uwaterloo.ca/~galuc/wsdbm/User17047, http://db.uwaterloo.ca/~galuc/wsdbm/User825, http://db.uwaterloo.ca/~galuc/wsdbm/User8081, http://db.uwaterloo.ca/~galuc/wsdbm/User18483, http://db.uwaterloo.ca/~galuc/wsdbm/User15451, http://db.uwaterloo.ca/~galuc/wsdbm/User5630, http://db.uwaterloo.ca/~galuc/wsdbm/User8859, http://db.uwaterloo.ca/~galuc/wsdbm/User5637, http://db.uwaterloo.ca/~galuc/wsdbm/User14460, http://db.uwaterloo.ca/~galuc/wsdbm/User3394]"
172,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4174, http://db.uwaterloo.ca/~galuc/wsdbm/User13041, http://db.uwaterloo.ca/~galuc/wsdbm/User7166, http://db.uwaterloo.ca/~galuc/wsdbm/User14414, http://db.uwaterloo.ca/~galuc/wsdbm/User18589, http://db.uwaterloo.ca/~galuc/wsdbm/User14201, http://db.uwaterloo.ca/~galuc/wsdbm/User15, http://db.uwaterloo.ca/~galuc/wsdbm/User1699, http://db.uwaterloo.ca/~galuc/wsdbm/User8123, http://db.uwaterloo.ca/~galuc/wsdbm/User3660, http://db.uwaterloo.ca/~galuc/wsdbm/User15607, http://db.uwaterloo.ca/~galuc/wsdbm/User19707, http://db.uwaterloo.ca/~galuc/wsdbm/User7925, http://db.uwaterloo.ca/~galuc/wsdbm/User13027, http://db.uwaterloo.ca/~galuc/wsdbm/User4197]"
173,"[http://db.uwaterloo.ca/~galuc/wsdbm/User259, http://db.uwaterloo.ca/~galuc/wsdbm/User17952, http://db.uwaterloo.ca/~galuc/wsdbm/User19, http://db.uwaterloo.ca/~galuc/wsdbm/User12295, http://db.uwaterloo.ca/~galuc/wsdbm/User7782, http://db.uwaterloo.ca/~galuc/wsdbm/User5119, http://db.uwaterloo.ca/~galuc/wsdbm/User10760, http://db.uwaterloo.ca/~galuc/wsdbm/User14994, http://db.uwaterloo.ca/~galuc/wsdbm/User5926, http://db.uwaterloo.ca/~galuc/wsdbm/User12915, http://db.uwaterloo.ca/~galuc/wsdbm/User18317, http://db.uwaterloo.ca/~galuc/wsdbm/User19947]"
174,"[http://db.uwaterloo.ca/~galuc/wsdbm/User6534, http://db.uwaterloo.ca/~galuc/wsdbm/User11858, http://db.uwaterloo.ca/~galuc/wsdbm/User17742, http://db.uwaterloo.ca/~galuc/wsdbm/User11364, http://db.uwaterloo.ca/~galuc/wsdbm/User16589, http://db.uwaterloo.ca/~galuc/wsdbm/User10998, http://db.uwaterloo.ca/~galuc/wsdbm/User2057, http://db.uwaterloo.ca/~galuc/wsdbm/User3599, http://db.uwaterloo.ca/~galuc/wsdbm/User6721, http://db.uwaterloo.ca/~galuc/wsdbm/User17406, http://db.uwaterloo.ca/~galuc/wsdbm/User7456]"
175,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8486, http://db.uwaterloo.ca/~galuc/wsdbm/User9901, http://db.uwaterloo.ca/~galuc/wsdbm/User10605, http://db.uwaterloo.ca/~galuc/wsdbm/User3616, http://db.uwaterloo.ca/~galuc/wsdbm/User8565, http://db.uwaterloo.ca/~galuc/wsdbm/User12342, http://db.uwaterloo.ca/~galuc/wsdbm/User18014, http://db.uwaterloo.ca/~galuc/wsdbm/User3634]"
176,"[http://db.uwaterloo.ca/~galuc/wsdbm/User9009, http://db.uwaterloo.ca/~galuc/wsdbm/User1877, http://db.uwaterloo.ca/~galuc/wsdbm/User17014, http://db.uwaterloo.ca/~galuc/wsdbm/User19460, http://db.uwaterloo.ca/~galuc/wsdbm/User8390, http://db.uwaterloo.ca/~galuc/wsdbm/User4665, http://db.uwaterloo.ca/~galuc/wsdbm/User11825, http://db.uwaterloo.ca/~galuc/wsdbm/User14780, http://db.uwaterloo.ca/~galuc/wsdbm/User11433, http://db.uwaterloo.ca/~galuc/wsdbm/User9073, http://db.uwaterloo.ca/~galuc/wsdbm/User16072, http://db.uwaterloo.ca/~galuc/wsdbm/User4500]"
177,"[http://db.uwaterloo.ca/~galuc/wsdbm/User5026, http://db.uwaterloo.ca/~galuc/wsdbm/User5148, http://db.uwaterloo.ca/~galuc/wsdbm/User11985, http://db.uwaterloo.ca/~galuc/wsdbm/User8753, http://db.uwaterloo.ca/~galuc/wsdbm/User5117, http://db.uwaterloo.ca/~galuc/wsdbm/User18533, http://db.uwaterloo.ca/~galuc/wsdbm/User11101, http://db.uwaterloo.ca/~galuc/wsdbm/User12496]"
178,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3136, http://db.uwaterloo.ca/~galuc/wsdbm/User16402, http://db.uwaterloo.ca/~galuc/wsdbm/User4135, http://db.uwaterloo.ca/~galuc/wsdbm/User19897, http://db.uwaterloo.ca/~galuc/wsdbm/User10081, http://db.uwaterloo.ca/~galuc/wsdbm/User17809, http://db.uwaterloo.ca/~galuc/wsdbm/User3204, http://db.uwaterloo.ca/~galuc/wsdbm/User2570, http://db.uwaterloo.ca/~galuc/wsdbm/User7464, http://db.uwaterloo.ca/~galuc/wsdbm/User10036, http://db.uwaterloo.ca/~galuc/wsdbm/User405, http://db.uwaterloo.ca/~galuc/wsdbm/User16173, http://db.uwaterloo.ca/~galuc/wsdbm/User8930, http://db.uwaterloo.ca/~galuc/wsdbm/User19501, http://db.uwaterloo.ca/~galuc/wsdbm/User8365, http://db.uwaterloo.ca/~galuc/wsdbm/User6712, http://db.uwaterloo.ca/~galuc/wsdbm/User13493, http://db.uwaterloo.ca/~galuc/wsdbm/User13688, http://db.uwaterloo.ca/~galuc/wsdbm/User3559, http://db.uwaterloo.ca/~galuc/wsdbm/User17285, http://db.uwaterloo.ca/~galuc/wsdbm/User9777, http://db.uwaterloo.ca/~galuc/wsdbm/User11591]"
179,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7639, http://db.uwaterloo.ca/~galuc/wsdbm/User3558, http://db.uwaterloo.ca/~galuc/wsdbm/User3154, http://db.uwaterloo.ca/~galuc/wsdbm/User14078, http://db.uwaterloo.ca/~galuc/wsdbm/User10409, http://db.uwaterloo.ca/~galuc/wsdbm/User14796, http://db.uwaterloo.ca/~galuc/wsdbm/User2049, http://db.uwaterloo.ca/~galuc/wsdbm/User16627, http://db.uwaterloo.ca/~galuc/wsdbm/User10935]"
180,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11465, http://db.uwaterloo.ca/~galuc/wsdbm/User12979, http://db.uwaterloo.ca/~galuc/wsdbm/User3464, http://db.uwaterloo.ca/~galuc/wsdbm/User10277, http://db.uwaterloo.ca/~galuc/wsdbm/User3624, http://db.uwaterloo.ca/~galuc/wsdbm/User8050, http://db.uwaterloo.ca/~galuc/wsdbm/User4099, http://db.uwaterloo.ca/~galuc/wsdbm/User13136, http://db.uwaterloo.ca/~galuc/wsdbm/User12119, http://db.uwaterloo.ca/~galuc/wsdbm/User8295, http://db.uwaterloo.ca/~galuc/wsdbm/User8029, http://db.uwaterloo.ca/~galuc/wsdbm/User2060, http://db.uwaterloo.ca/~galuc/wsdbm/User18868, http://db.uwaterloo.ca/~galuc/wsdbm/User8461, http://db.uwaterloo.ca/~galuc/wsdbm/User6292, http://db.uwaterloo.ca/~galuc/wsdbm/User9708, http://db.uwaterloo.ca/~galuc/wsdbm/User8760, http://db.uwaterloo.ca/~galuc/wsdbm/User18672, http://db.uwaterloo.ca/~galuc/wsdbm/User1395, http://db.uwaterloo.ca/~galuc/wsdbm/User10184, http://db.uwaterloo.ca/~galuc/wsdbm/User19616, http://db.uwaterloo.ca/~galuc/wsdbm/User2604, http://db.uwaterloo.ca/~galuc/wsdbm/User4208, http://db.uwaterloo.ca/~galuc/wsdbm/User12066]"
181,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11483, http://db.uwaterloo.ca/~galuc/wsdbm/User13543, http://db.uwaterloo.ca/~galuc/wsdbm/User17805, http://db.uwaterloo.ca/~galuc/wsdbm/User14302, http://db.uwaterloo.ca/~galuc/wsdbm/User7042, http://db.uwaterloo.ca/~galuc/wsdbm/User14836, http://db.uwaterloo.ca/~galuc/wsdbm/User11655, http://db.uwaterloo.ca/~galuc/wsdbm/User9831, http://db.uwaterloo.ca/~galuc/wsdbm/User18964]"
182,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1185, http://db.uwaterloo.ca/~galuc/wsdbm/User5935, http://db.uwaterloo.ca/~galuc/wsdbm/User12045, http://db.uwaterloo.ca/~galuc/wsdbm/User15440, http://db.uwaterloo.ca/~galuc/wsdbm/User9304, http://db.uwaterloo.ca/~galuc/wsdbm/User5600, http://db.uwaterloo.ca/~galuc/wsdbm/User15094, http://db.uwaterloo.ca/~galuc/wsdbm/User13718, http://db.uwaterloo.ca/~galuc/wsdbm/User1180, http://db.uwaterloo.ca/~galuc/wsdbm/User13952, http://db.uwaterloo.ca/~galuc/wsdbm/User8776, http://db.uwaterloo.ca/~galuc/wsdbm/User2373, http://db.uwaterloo.ca/~galuc/wsdbm/User13749, http://db.uwaterloo.ca/~galuc/wsdbm/User11537, http://db.uwaterloo.ca/~galuc/wsdbm/User1248]"
183,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13721, http://db.uwaterloo.ca/~galuc/wsdbm/User2956, http://db.uwaterloo.ca/~galuc/wsdbm/User7359, http://db.uwaterloo.ca/~galuc/wsdbm/User12612, http://db.uwaterloo.ca/~galuc/wsdbm/User14811, http://db.uwaterloo.ca/~galuc/wsdbm/User7047, http://db.uwaterloo.ca/~galuc/wsdbm/User17473]"
184,"[http://db.uwaterloo.ca/~galuc/wsdbm/User794, http://db.uwaterloo.ca/~galuc/wsdbm/User4099, http://db.uwaterloo.ca/~galuc/wsdbm/User1009, http://db.uwaterloo.ca/~galuc/wsdbm/User13828, http://db.uwaterloo.ca/~galuc/wsdbm/User8950, http://db.uwaterloo.ca/~galuc/wsdbm/User5963, http://db.uwaterloo.ca/~galuc/wsdbm/User18606, http://db.uwaterloo.ca/~galuc/wsdbm/User13793, http://db.uwaterloo.ca/~galuc/wsdbm/User14534, http://db.uwaterloo.ca/~galuc/wsdbm/User18453, http://db.uwaterloo.ca/~galuc/wsdbm/User18533, http://db.uwaterloo.ca/~galuc/wsdbm/User1282, http://db.uwaterloo.ca/~galuc/wsdbm/User17241]"
185,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4324, http://db.uwaterloo.ca/~galuc/wsdbm/User6650, http://db.uwaterloo.ca/~galuc/wsdbm/User18902, http://db.uwaterloo.ca/~galuc/wsdbm/User5811, http://db.uwaterloo.ca/~galuc/wsdbm/User14335, http://db.uwaterloo.ca/~galuc/wsdbm/User8390, http://db.uwaterloo.ca/~galuc/wsdbm/User9699, http://db.uwaterloo.ca/~galuc/wsdbm/User16899, http://db.uwaterloo.ca/~galuc/wsdbm/User2226, http://db.uwaterloo.ca/~galuc/wsdbm/User1282, http://db.uwaterloo.ca/~galuc/wsdbm/User534, http://db.uwaterloo.ca/~galuc/wsdbm/User7230]"
186,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7639, http://db.uwaterloo.ca/~galuc/wsdbm/User8181, http://db.uwaterloo.ca/~galuc/wsdbm/User13957, http://db.uwaterloo.ca/~galuc/wsdbm/User18219, http://db.uwaterloo.ca/~galuc/wsdbm/User980, http://db.uwaterloo.ca/~galuc/wsdbm/User1058, http://db.uwaterloo.ca/~galuc/wsdbm/User11512, http://db.uwaterloo.ca/~galuc/wsdbm/User5447, http://db.uwaterloo.ca/~galuc/wsdbm/User633]"
187,"[http://db.uwaterloo.ca/~galuc/wsdbm/User18742, http://db.uwaterloo.ca/~galuc/wsdbm/User15917, http://db.uwaterloo.ca/~galuc/wsdbm/User19333, http://db.uwaterloo.ca/~galuc/wsdbm/User15841, http://db.uwaterloo.ca/~galuc/wsdbm/User2250, http://db.uwaterloo.ca/~galuc/wsdbm/User10148, http://db.uwaterloo.ca/~galuc/wsdbm/User15981, http://db.uwaterloo.ca/~galuc/wsdbm/User3610, http://db.uwaterloo.ca/~galuc/wsdbm/User18432, http://db.uwaterloo.ca/~galuc/wsdbm/User7205, http://db.uwaterloo.ca/~galuc/wsdbm/User13630, http://db.uwaterloo.ca/~galuc/wsdbm/User18896, http://db.uwaterloo.ca/~galuc/wsdbm/User10853, http://db.uwaterloo.ca/~galuc/wsdbm/User13280, http://db.uwaterloo.ca/~galuc/wsdbm/User11369]"
188,"[http://db.uwaterloo.ca/~galuc/wsdbm/User14197, http://db.uwaterloo.ca/~galuc/wsdbm/User16566, http://db.uwaterloo.ca/~galuc/wsdbm/User8867, http://db.uwaterloo.ca/~galuc/wsdbm/User9633, http://db.uwaterloo.ca/~galuc/wsdbm/User17886, http://db.uwaterloo.ca/~galuc/wsdbm/User2915, http://db.uwaterloo.ca/~galuc/wsdbm/User17170, http://db.uwaterloo.ca/~galuc/wsdbm/User15569, http://db.uwaterloo.ca/~galuc/wsdbm/User17154, http://db.uwaterloo.ca/~galuc/wsdbm/User16476, http://db.uwaterloo.ca/~galuc/wsdbm/User17204, http://db.uwaterloo.ca/~galuc/wsdbm/User11325, http://db.uwaterloo.ca/~galuc/wsdbm/User779, http://db.uwaterloo.ca/~galuc/wsdbm/User3556]"
189,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17887, http://db.uwaterloo.ca/~galuc/wsdbm/User824, http://db.uwaterloo.ca/~galuc/wsdbm/User1869, http://db.uwaterloo.ca/~galuc/wsdbm/User11083, http://db.uwaterloo.ca/~galuc/wsdbm/User7597, http://db.uwaterloo.ca/~galuc/wsdbm/User6450, http://db.uwaterloo.ca/~galuc/wsdbm/User9891, http://db.uwaterloo.ca/~galuc/wsdbm/User4173, http://db.uwaterloo.ca/~galuc/wsdbm/User5569, http://db.uwaterloo.ca/~galuc/wsdbm/User2648]"
190,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17214, http://db.uwaterloo.ca/~galuc/wsdbm/User230, http://db.uwaterloo.ca/~galuc/wsdbm/User13482, http://db.uwaterloo.ca/~galuc/wsdbm/User4859, http://db.uwaterloo.ca/~galuc/wsdbm/User10272, http://db.uwaterloo.ca/~galuc/wsdbm/User14427, http://db.uwaterloo.ca/~galuc/wsdbm/User9787, http://db.uwaterloo.ca/~galuc/wsdbm/User19716, http://db.uwaterloo.ca/~galuc/wsdbm/User12964, http://db.uwaterloo.ca/~galuc/wsdbm/User2567, http://db.uwaterloo.ca/~galuc/wsdbm/User13651, http://db.uwaterloo.ca/~galuc/wsdbm/User19995, http://db.uwaterloo.ca/~galuc/wsdbm/User1318, http://db.uwaterloo.ca/~galuc/wsdbm/User539, http://db.uwaterloo.ca/~galuc/wsdbm/User3260, http://db.uwaterloo.ca/~galuc/wsdbm/User17262, http://db.uwaterloo.ca/~galuc/wsdbm/User7399, http://db.uwaterloo.ca/~galuc/wsdbm/User5514, http://db.uwaterloo.ca/~galuc/wsdbm/User14163, http://db.uwaterloo.ca/~galuc/wsdbm/User17711, http://db.uwaterloo.ca/~galuc/wsdbm/User6549, http://db.uwaterloo.ca/~galuc/wsdbm/User1019, http://db.uwaterloo.ca/~galuc/wsdbm/User9514, http://db.uwaterloo.ca/~galuc/wsdbm/User3299, http://db.uwaterloo.ca/~galuc/wsdbm/User15280]"
191,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4231, http://db.uwaterloo.ca/~galuc/wsdbm/User12007, http://db.uwaterloo.ca/~galuc/wsdbm/User17610, http://db.uwaterloo.ca/~galuc/wsdbm/User140, http://db.uwaterloo.ca/~galuc/wsdbm/User13194, http://db.uwaterloo.ca/~galuc/wsdbm/User6236, http://db.uwaterloo.ca/~galuc/wsdbm/User19332, http://db.uwaterloo.ca/~galuc/wsdbm/User14279, http://db.uwaterloo.ca/~galuc/wsdbm/User10282]"
192,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4179, http://db.uwaterloo.ca/~galuc/wsdbm/User5169, http://db.uwaterloo.ca/~galuc/wsdbm/User18930, http://db.uwaterloo.ca/~galuc/wsdbm/User2810, http://db.uwaterloo.ca/~galuc/wsdbm/User15625, http://db.uwaterloo.ca/~galuc/wsdbm/User12190, http://db.uwaterloo.ca/~galuc/wsdbm/User5112, http://db.uwaterloo.ca/~galuc/wsdbm/User14553, http://db.uwaterloo.ca/~galuc/wsdbm/User13087, http://db.uwaterloo.ca/~galuc/wsdbm/User8846, http://db.uwaterloo.ca/~galuc/wsdbm/User9246, http://db.uwaterloo.ca/~galuc/wsdbm/User16726]"
193,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7408, http://db.uwaterloo.ca/~galuc/wsdbm/User13511, http://db.uwaterloo.ca/~galuc/wsdbm/User11049, http://db.uwaterloo.ca/~galuc/wsdbm/User3128, http://db.uwaterloo.ca/~galuc/wsdbm/User18819, http://db.uwaterloo.ca/~galuc/wsdbm/User3142, http://db.uwaterloo.ca/~galuc/wsdbm/User15941, http://db.uwaterloo.ca/~galuc/wsdbm/User5519, http://db.uwaterloo.ca/~galuc/wsdbm/User10462, http://db.uwaterloo.ca/~galuc/wsdbm/User13777, http://db.uwaterloo.ca/~galuc/wsdbm/User9479, http://db.uwaterloo.ca/~galuc/wsdbm/User5414, http://db.uwaterloo.ca/~galuc/wsdbm/User4795, http://db.uwaterloo.ca/~galuc/wsdbm/User8658, http://db.uwaterloo.ca/~galuc/wsdbm/User5111, http://db.uwaterloo.ca/~galuc/wsdbm/User11775, http://db.uwaterloo.ca/~galuc/wsdbm/User2575, http://db.uwaterloo.ca/~galuc/wsdbm/User6388, http://db.uwaterloo.ca/~galuc/wsdbm/User5325]"
194,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10189, http://db.uwaterloo.ca/~galuc/wsdbm/User3711, http://db.uwaterloo.ca/~galuc/wsdbm/User13718, http://db.uwaterloo.ca/~galuc/wsdbm/User1895, http://db.uwaterloo.ca/~galuc/wsdbm/User4342, http://db.uwaterloo.ca/~galuc/wsdbm/User19266, http://db.uwaterloo.ca/~galuc/wsdbm/User11782, http://db.uwaterloo.ca/~galuc/wsdbm/User906, http://db.uwaterloo.ca/~galuc/wsdbm/User16779, http://db.uwaterloo.ca/~galuc/wsdbm/User8201]"
195,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16754, http://db.uwaterloo.ca/~galuc/wsdbm/User11483, http://db.uwaterloo.ca/~galuc/wsdbm/User10491, http://db.uwaterloo.ca/~galuc/wsdbm/User18323, http://db.uwaterloo.ca/~galuc/wsdbm/User5833, http://db.uwaterloo.ca/~galuc/wsdbm/User11097, http://db.uwaterloo.ca/~galuc/wsdbm/User10120, http://db.uwaterloo.ca/~galuc/wsdbm/User10693, http://db.uwaterloo.ca/~galuc/wsdbm/User16360, http://db.uwaterloo.ca/~galuc/wsdbm/User3079, http://db.uwaterloo.ca/~galuc/wsdbm/User1305]"
196,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8429, http://db.uwaterloo.ca/~galuc/wsdbm/User1979, http://db.uwaterloo.ca/~galuc/wsdbm/User16478, http://db.uwaterloo.ca/~galuc/wsdbm/User16346, http://db.uwaterloo.ca/~galuc/wsdbm/User14483, http://db.uwaterloo.ca/~galuc/wsdbm/User9525, http://db.uwaterloo.ca/~galuc/wsdbm/User16091, http://db.uwaterloo.ca/~galuc/wsdbm/User3791, http://db.uwaterloo.ca/~galuc/wsdbm/User19963, http://db.uwaterloo.ca/~galuc/wsdbm/User18382, http://db.uwaterloo.ca/~galuc/wsdbm/User662, http://db.uwaterloo.ca/~galuc/wsdbm/User8831, http://db.uwaterloo.ca/~galuc/wsdbm/User11715, http://db.uwaterloo.ca/~galuc/wsdbm/User4747, http://db.uwaterloo.ca/~galuc/wsdbm/User4024]"
