Query,Result
141,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13254, http://db.uwaterloo.ca/~galuc/wsdbm/User14841, http://db.uwaterloo.ca/~galuc/wsdbm/User11157, http://db.uwaterloo.ca/~galuc/wsdbm/User10752, http://db.uwaterloo.ca/~galuc/wsdbm/User10435, http://db.uwaterloo.ca/~galuc/wsdbm/User18452]"
142,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17712, http://db.uwaterloo.ca/~galuc/wsdbm/User15279, http://db.uwaterloo.ca/~galuc/wsdbm/User15887, http://db.uwaterloo.ca/~galuc/wsdbm/User13647, http://db.uwaterloo.ca/~galuc/wsdbm/User7880, http://db.uwaterloo.ca/~galuc/wsdbm/User12253, http://db.uwaterloo.ca/~galuc/wsdbm/User10535, http://db.uwaterloo.ca/~galuc/wsdbm/User11511, http://db.uwaterloo.ca/~galuc/wsdbm/User17094, http://db.uwaterloo.ca/~galuc/wsdbm/User9332, http://db.uwaterloo.ca/~galuc/wsdbm/User12982, http://db.uwaterloo.ca/~galuc/wsdbm/User2347, http://db.uwaterloo.ca/~galuc/wsdbm/User17482, http://db.uwaterloo.ca/~galuc/wsdbm/User5008, http://db.uwaterloo.ca/~galuc/wsdbm/User5799, http://db.uwaterloo.ca/~galuc/wsdbm/User17165]"
143,[http://db.uwaterloo.ca/~galuc/wsdbm/User11915]
144,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17939, http://db.uwaterloo.ca/~galuc/wsdbm/User3606]"
145,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10797, http://db.uwaterloo.ca/~galuc/wsdbm/User11113, http://db.uwaterloo.ca/~galuc/wsdbm/User8230, http://db.uwaterloo.ca/~galuc/wsdbm/User15640, http://db.uwaterloo.ca/~galuc/wsdbm/User11704, http://db.uwaterloo.ca/~galuc/wsdbm/User5876, http://db.uwaterloo.ca/~galuc/wsdbm/User2827, http://db.uwaterloo.ca/~galuc/wsdbm/User1095, http://db.uwaterloo.ca/~galuc/wsdbm/User5753]"
146,[]
147,"[http://db.uwaterloo.ca/~galuc/wsdbm/User9474, http://db.uwaterloo.ca/~galuc/wsdbm/User17610, http://db.uwaterloo.ca/~galuc/wsdbm/User15000, http://db.uwaterloo.ca/~galuc/wsdbm/User713, http://db.uwaterloo.ca/~galuc/wsdbm/User3020, http://db.uwaterloo.ca/~galuc/wsdbm/User10313, http://db.uwaterloo.ca/~galuc/wsdbm/User518, http://db.uwaterloo.ca/~galuc/wsdbm/User1743, http://db.uwaterloo.ca/~galuc/wsdbm/User16303, http://db.uwaterloo.ca/~galuc/wsdbm/User17315, http://db.uwaterloo.ca/~galuc/wsdbm/User14781, http://db.uwaterloo.ca/~galuc/wsdbm/User13807, http://db.uwaterloo.ca/~galuc/wsdbm/User19030, http://db.uwaterloo.ca/~galuc/wsdbm/User1044]"
148,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12375, http://db.uwaterloo.ca/~galuc/wsdbm/User18416, http://db.uwaterloo.ca/~galuc/wsdbm/User14409, http://db.uwaterloo.ca/~galuc/wsdbm/User6311, http://db.uwaterloo.ca/~galuc/wsdbm/User62, http://db.uwaterloo.ca/~galuc/wsdbm/User4677, http://db.uwaterloo.ca/~galuc/wsdbm/User13972, http://db.uwaterloo.ca/~galuc/wsdbm/User6666, http://db.uwaterloo.ca/~galuc/wsdbm/User1843]"
149,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13236, http://db.uwaterloo.ca/~galuc/wsdbm/User17610, http://db.uwaterloo.ca/~galuc/wsdbm/User4205, http://db.uwaterloo.ca/~galuc/wsdbm/User4690, http://db.uwaterloo.ca/~galuc/wsdbm/User13, http://db.uwaterloo.ca/~galuc/wsdbm/User1499, http://db.uwaterloo.ca/~galuc/wsdbm/User8598, http://db.uwaterloo.ca/~galuc/wsdbm/User19266]"
150,[]
151,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13136, http://db.uwaterloo.ca/~galuc/wsdbm/User17809, http://db.uwaterloo.ca/~galuc/wsdbm/User1360, http://db.uwaterloo.ca/~galuc/wsdbm/User7892, http://db.uwaterloo.ca/~galuc/wsdbm/User2317]"
152,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13668, http://db.uwaterloo.ca/~galuc/wsdbm/User3857, http://db.uwaterloo.ca/~galuc/wsdbm/User12814, http://db.uwaterloo.ca/~galuc/wsdbm/User3392, http://db.uwaterloo.ca/~galuc/wsdbm/User14668, http://db.uwaterloo.ca/~galuc/wsdbm/User9102, http://db.uwaterloo.ca/~galuc/wsdbm/User8514, http://db.uwaterloo.ca/~galuc/wsdbm/User4289, http://db.uwaterloo.ca/~galuc/wsdbm/User6795, http://db.uwaterloo.ca/~galuc/wsdbm/User4678, http://db.uwaterloo.ca/~galuc/wsdbm/User2933, http://db.uwaterloo.ca/~galuc/wsdbm/User17389]"
153,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12366, http://db.uwaterloo.ca/~galuc/wsdbm/User6858, http://db.uwaterloo.ca/~galuc/wsdbm/User160, http://db.uwaterloo.ca/~galuc/wsdbm/User7551, http://db.uwaterloo.ca/~galuc/wsdbm/User747, http://db.uwaterloo.ca/~galuc/wsdbm/User17840, http://db.uwaterloo.ca/~galuc/wsdbm/User1566, http://db.uwaterloo.ca/~galuc/wsdbm/User7234, http://db.uwaterloo.ca/~galuc/wsdbm/User5489, http://db.uwaterloo.ca/~galuc/wsdbm/User277, http://db.uwaterloo.ca/~galuc/wsdbm/User2184, http://db.uwaterloo.ca/~galuc/wsdbm/User11944, http://db.uwaterloo.ca/~galuc/wsdbm/User18663, http://db.uwaterloo.ca/~galuc/wsdbm/User14811, http://db.uwaterloo.ca/~galuc/wsdbm/User11310, http://db.uwaterloo.ca/~galuc/wsdbm/User17440]"
154,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12586, http://db.uwaterloo.ca/~galuc/wsdbm/User18964]"
155,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3144, http://db.uwaterloo.ca/~galuc/wsdbm/User1185, http://db.uwaterloo.ca/~galuc/wsdbm/User11185, http://db.uwaterloo.ca/~galuc/wsdbm/User12433, http://db.uwaterloo.ca/~galuc/wsdbm/User10521, http://db.uwaterloo.ca/~galuc/wsdbm/User9571, http://db.uwaterloo.ca/~galuc/wsdbm/User5216, http://db.uwaterloo.ca/~galuc/wsdbm/User4548, http://db.uwaterloo.ca/~galuc/wsdbm/User17486, http://db.uwaterloo.ca/~galuc/wsdbm/User15694, http://db.uwaterloo.ca/~galuc/wsdbm/User16779, http://db.uwaterloo.ca/~galuc/wsdbm/User18587]"
156,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8703, http://db.uwaterloo.ca/~galuc/wsdbm/User10263, http://db.uwaterloo.ca/~galuc/wsdbm/User7598, http://db.uwaterloo.ca/~galuc/wsdbm/User9296, http://db.uwaterloo.ca/~galuc/wsdbm/User8698, http://db.uwaterloo.ca/~galuc/wsdbm/User8160, http://db.uwaterloo.ca/~galuc/wsdbm/User7100]"
157,[]
158,"[http://db.uwaterloo.ca/~galuc/wsdbm/User6729, http://db.uwaterloo.ca/~galuc/wsdbm/User11384, http://db.uwaterloo.ca/~galuc/wsdbm/User4570, http://db.uwaterloo.ca/~galuc/wsdbm/User14121, http://db.uwaterloo.ca/~galuc/wsdbm/User16164, http://db.uwaterloo.ca/~galuc/wsdbm/User2056, http://db.uwaterloo.ca/~galuc/wsdbm/User4484, http://db.uwaterloo.ca/~galuc/wsdbm/User8353, http://db.uwaterloo.ca/~galuc/wsdbm/User14593, http://db.uwaterloo.ca/~galuc/wsdbm/User17440, http://db.uwaterloo.ca/~galuc/wsdbm/User13051, http://db.uwaterloo.ca/~galuc/wsdbm/User10304]"
159,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15292, http://db.uwaterloo.ca/~galuc/wsdbm/User1796, http://db.uwaterloo.ca/~galuc/wsdbm/User16925, http://db.uwaterloo.ca/~galuc/wsdbm/User1928, http://db.uwaterloo.ca/~galuc/wsdbm/User17749, http://db.uwaterloo.ca/~galuc/wsdbm/User18042, http://db.uwaterloo.ca/~galuc/wsdbm/User2074, http://db.uwaterloo.ca/~galuc/wsdbm/User19673, http://db.uwaterloo.ca/~galuc/wsdbm/User16964, http://db.uwaterloo.ca/~galuc/wsdbm/User12747, http://db.uwaterloo.ca/~galuc/wsdbm/User1177, http://db.uwaterloo.ca/~galuc/wsdbm/User12716, http://db.uwaterloo.ca/~galuc/wsdbm/User17918]"
160,[http://db.uwaterloo.ca/~galuc/wsdbm/User1402]
161,"[http://db.uwaterloo.ca/~galuc/wsdbm/User4549, http://db.uwaterloo.ca/~galuc/wsdbm/User8377]"
162,"[http://db.uwaterloo.ca/~galuc/wsdbm/User18301, http://db.uwaterloo.ca/~galuc/wsdbm/User4985, http://db.uwaterloo.ca/~galuc/wsdbm/User16213]"
163,[]
164,"[http://db.uwaterloo.ca/~galuc/wsdbm/User18435, http://db.uwaterloo.ca/~galuc/wsdbm/User4682, http://db.uwaterloo.ca/~galuc/wsdbm/User12206, http://db.uwaterloo.ca/~galuc/wsdbm/User9433, http://db.uwaterloo.ca/~galuc/wsdbm/User9886, http://db.uwaterloo.ca/~galuc/wsdbm/User3791, http://db.uwaterloo.ca/~galuc/wsdbm/User19488, http://db.uwaterloo.ca/~galuc/wsdbm/User13581, http://db.uwaterloo.ca/~galuc/wsdbm/User17527, http://db.uwaterloo.ca/~galuc/wsdbm/User11814, http://db.uwaterloo.ca/~galuc/wsdbm/User8478]"
165,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10156, http://db.uwaterloo.ca/~galuc/wsdbm/User4300, http://db.uwaterloo.ca/~galuc/wsdbm/User1445, http://db.uwaterloo.ca/~galuc/wsdbm/User7054, http://db.uwaterloo.ca/~galuc/wsdbm/User7394, http://db.uwaterloo.ca/~galuc/wsdbm/User15767, http://db.uwaterloo.ca/~galuc/wsdbm/User9432, http://db.uwaterloo.ca/~galuc/wsdbm/User18548, http://db.uwaterloo.ca/~galuc/wsdbm/User18996, http://db.uwaterloo.ca/~galuc/wsdbm/User10947, http://db.uwaterloo.ca/~galuc/wsdbm/User7115, http://db.uwaterloo.ca/~galuc/wsdbm/User14492, http://db.uwaterloo.ca/~galuc/wsdbm/User14876]"
166,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17084, http://db.uwaterloo.ca/~galuc/wsdbm/User8059, http://db.uwaterloo.ca/~galuc/wsdbm/User1928, http://db.uwaterloo.ca/~galuc/wsdbm/User5360, http://db.uwaterloo.ca/~galuc/wsdbm/User7334, http://db.uwaterloo.ca/~galuc/wsdbm/User15886, http://db.uwaterloo.ca/~galuc/wsdbm/User9998, http://db.uwaterloo.ca/~galuc/wsdbm/User5489, http://db.uwaterloo.ca/~galuc/wsdbm/User5279, http://db.uwaterloo.ca/~galuc/wsdbm/User195, http://db.uwaterloo.ca/~galuc/wsdbm/User16159]"
167,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1908, http://db.uwaterloo.ca/~galuc/wsdbm/User2278, http://db.uwaterloo.ca/~galuc/wsdbm/User11027, http://db.uwaterloo.ca/~galuc/wsdbm/User19138, http://db.uwaterloo.ca/~galuc/wsdbm/User7228, http://db.uwaterloo.ca/~galuc/wsdbm/User4990, http://db.uwaterloo.ca/~galuc/wsdbm/User19564, http://db.uwaterloo.ca/~galuc/wsdbm/User15463, http://db.uwaterloo.ca/~galuc/wsdbm/User5279, http://db.uwaterloo.ca/~galuc/wsdbm/User8444]"
168,"[http://db.uwaterloo.ca/~galuc/wsdbm/User6569, http://db.uwaterloo.ca/~galuc/wsdbm/User9675, http://db.uwaterloo.ca/~galuc/wsdbm/User8871, http://db.uwaterloo.ca/~galuc/wsdbm/User16176, http://db.uwaterloo.ca/~galuc/wsdbm/User15388, http://db.uwaterloo.ca/~galuc/wsdbm/User15939, http://db.uwaterloo.ca/~galuc/wsdbm/User1229, http://db.uwaterloo.ca/~galuc/wsdbm/User16296, http://db.uwaterloo.ca/~galuc/wsdbm/User7134, http://db.uwaterloo.ca/~galuc/wsdbm/User19962, http://db.uwaterloo.ca/~galuc/wsdbm/User4097, http://db.uwaterloo.ca/~galuc/wsdbm/User12134, http://db.uwaterloo.ca/~galuc/wsdbm/User626, http://db.uwaterloo.ca/~galuc/wsdbm/User8573, http://db.uwaterloo.ca/~galuc/wsdbm/User9493, http://db.uwaterloo.ca/~galuc/wsdbm/User4876, http://db.uwaterloo.ca/~galuc/wsdbm/User3504, http://db.uwaterloo.ca/~galuc/wsdbm/User14608, http://db.uwaterloo.ca/~galuc/wsdbm/User15308, http://db.uwaterloo.ca/~galuc/wsdbm/User18077, http://db.uwaterloo.ca/~galuc/wsdbm/User12600, http://db.uwaterloo.ca/~galuc/wsdbm/User11836, http://db.uwaterloo.ca/~galuc/wsdbm/User7435, http://db.uwaterloo.ca/~galuc/wsdbm/User931, http://db.uwaterloo.ca/~galuc/wsdbm/User14316, http://db.uwaterloo.ca/~galuc/wsdbm/User15706]"
169,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13600, http://db.uwaterloo.ca/~galuc/wsdbm/User5391, http://db.uwaterloo.ca/~galuc/wsdbm/User507, http://db.uwaterloo.ca/~galuc/wsdbm/User3644, http://db.uwaterloo.ca/~galuc/wsdbm/User19306, http://db.uwaterloo.ca/~galuc/wsdbm/User4305, http://db.uwaterloo.ca/~galuc/wsdbm/User16399, http://db.uwaterloo.ca/~galuc/wsdbm/User14479, http://db.uwaterloo.ca/~galuc/wsdbm/User4859, http://db.uwaterloo.ca/~galuc/wsdbm/User9900, http://db.uwaterloo.ca/~galuc/wsdbm/User19721, http://db.uwaterloo.ca/~galuc/wsdbm/User166, http://db.uwaterloo.ca/~galuc/wsdbm/User8409, http://db.uwaterloo.ca/~galuc/wsdbm/User17799, http://db.uwaterloo.ca/~galuc/wsdbm/User19804, http://db.uwaterloo.ca/~galuc/wsdbm/User12998, http://db.uwaterloo.ca/~galuc/wsdbm/User15651, http://db.uwaterloo.ca/~galuc/wsdbm/User17464, http://db.uwaterloo.ca/~galuc/wsdbm/User12423, http://db.uwaterloo.ca/~galuc/wsdbm/User2921, http://db.uwaterloo.ca/~galuc/wsdbm/User9078, http://db.uwaterloo.ca/~galuc/wsdbm/User14978, http://db.uwaterloo.ca/~galuc/wsdbm/User5217, http://db.uwaterloo.ca/~galuc/wsdbm/User6731, http://db.uwaterloo.ca/~galuc/wsdbm/User5856, http://db.uwaterloo.ca/~galuc/wsdbm/User19540, http://db.uwaterloo.ca/~galuc/wsdbm/User1082, http://db.uwaterloo.ca/~galuc/wsdbm/User18061, http://db.uwaterloo.ca/~galuc/wsdbm/User16567, http://db.uwaterloo.ca/~galuc/wsdbm/User10625, http://db.uwaterloo.ca/~galuc/wsdbm/User1955, http://db.uwaterloo.ca/~galuc/wsdbm/User1902]"
170,[http://db.uwaterloo.ca/~galuc/wsdbm/User18147]
171,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10436, http://db.uwaterloo.ca/~galuc/wsdbm/User18755, http://db.uwaterloo.ca/~galuc/wsdbm/User4099, http://db.uwaterloo.ca/~galuc/wsdbm/User17031, http://db.uwaterloo.ca/~galuc/wsdbm/User9843, http://db.uwaterloo.ca/~galuc/wsdbm/User15349, http://db.uwaterloo.ca/~galuc/wsdbm/User6333, http://db.uwaterloo.ca/~galuc/wsdbm/User13846, http://db.uwaterloo.ca/~galuc/wsdbm/User2719, http://db.uwaterloo.ca/~galuc/wsdbm/User10395, http://db.uwaterloo.ca/~galuc/wsdbm/User6321, http://db.uwaterloo.ca/~galuc/wsdbm/User12421, http://db.uwaterloo.ca/~galuc/wsdbm/User866, http://db.uwaterloo.ca/~galuc/wsdbm/User9172]"
172,[]
173,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3032, http://db.uwaterloo.ca/~galuc/wsdbm/User11713]"
174,[]
175,[]
176,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7318, http://db.uwaterloo.ca/~galuc/wsdbm/User12674, http://db.uwaterloo.ca/~galuc/wsdbm/User10968, http://db.uwaterloo.ca/~galuc/wsdbm/User6668, http://db.uwaterloo.ca/~galuc/wsdbm/User7274, http://db.uwaterloo.ca/~galuc/wsdbm/User10073, http://db.uwaterloo.ca/~galuc/wsdbm/User1729, http://db.uwaterloo.ca/~galuc/wsdbm/User3177, http://db.uwaterloo.ca/~galuc/wsdbm/User19312, http://db.uwaterloo.ca/~galuc/wsdbm/User6399, http://db.uwaterloo.ca/~galuc/wsdbm/User8030, http://db.uwaterloo.ca/~galuc/wsdbm/User15153, http://db.uwaterloo.ca/~galuc/wsdbm/User11088, http://db.uwaterloo.ca/~galuc/wsdbm/User15610, http://db.uwaterloo.ca/~galuc/wsdbm/User18610, http://db.uwaterloo.ca/~galuc/wsdbm/User13152, http://db.uwaterloo.ca/~galuc/wsdbm/User4492, http://db.uwaterloo.ca/~galuc/wsdbm/User8142, http://db.uwaterloo.ca/~galuc/wsdbm/User12824, http://db.uwaterloo.ca/~galuc/wsdbm/User7027, http://db.uwaterloo.ca/~galuc/wsdbm/User18894, http://db.uwaterloo.ca/~galuc/wsdbm/User18941, http://db.uwaterloo.ca/~galuc/wsdbm/User774, http://db.uwaterloo.ca/~galuc/wsdbm/User5681, http://db.uwaterloo.ca/~galuc/wsdbm/User6919]"
177,"[http://db.uwaterloo.ca/~galuc/wsdbm/User19099, http://db.uwaterloo.ca/~galuc/wsdbm/User10532, http://db.uwaterloo.ca/~galuc/wsdbm/User9723, http://db.uwaterloo.ca/~galuc/wsdbm/User9632, http://db.uwaterloo.ca/~galuc/wsdbm/User889, http://db.uwaterloo.ca/~galuc/wsdbm/User3854, http://db.uwaterloo.ca/~galuc/wsdbm/User208, http://db.uwaterloo.ca/~galuc/wsdbm/User5652, http://db.uwaterloo.ca/~galuc/wsdbm/User12098, http://db.uwaterloo.ca/~galuc/wsdbm/User10693, http://db.uwaterloo.ca/~galuc/wsdbm/User13875, http://db.uwaterloo.ca/~galuc/wsdbm/User18470, http://db.uwaterloo.ca/~galuc/wsdbm/User16572, http://db.uwaterloo.ca/~galuc/wsdbm/User11123]"
178,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17036, http://db.uwaterloo.ca/~galuc/wsdbm/User18783, http://db.uwaterloo.ca/~galuc/wsdbm/User14559, http://db.uwaterloo.ca/~galuc/wsdbm/User18019, http://db.uwaterloo.ca/~galuc/wsdbm/User16289, http://db.uwaterloo.ca/~galuc/wsdbm/User453, http://db.uwaterloo.ca/~galuc/wsdbm/User9116, http://db.uwaterloo.ca/~galuc/wsdbm/User13063, http://db.uwaterloo.ca/~galuc/wsdbm/User18630, http://db.uwaterloo.ca/~galuc/wsdbm/User3803, http://db.uwaterloo.ca/~galuc/wsdbm/User16375, http://db.uwaterloo.ca/~galuc/wsdbm/User19312, http://db.uwaterloo.ca/~galuc/wsdbm/User11859, http://db.uwaterloo.ca/~galuc/wsdbm/User3715, http://db.uwaterloo.ca/~galuc/wsdbm/User1975, http://db.uwaterloo.ca/~galuc/wsdbm/User5730, http://db.uwaterloo.ca/~galuc/wsdbm/User732, http://db.uwaterloo.ca/~galuc/wsdbm/User17397, http://db.uwaterloo.ca/~galuc/wsdbm/User13874, http://db.uwaterloo.ca/~galuc/wsdbm/User15407, http://db.uwaterloo.ca/~galuc/wsdbm/User7517, http://db.uwaterloo.ca/~galuc/wsdbm/User17222, http://db.uwaterloo.ca/~galuc/wsdbm/User13476, http://db.uwaterloo.ca/~galuc/wsdbm/User15083, http://db.uwaterloo.ca/~galuc/wsdbm/User12355]"
179,"[http://db.uwaterloo.ca/~galuc/wsdbm/User990, http://db.uwaterloo.ca/~galuc/wsdbm/User19654, http://db.uwaterloo.ca/~galuc/wsdbm/User11904, http://db.uwaterloo.ca/~galuc/wsdbm/User16745, http://db.uwaterloo.ca/~galuc/wsdbm/User17121, http://db.uwaterloo.ca/~galuc/wsdbm/User18033, http://db.uwaterloo.ca/~galuc/wsdbm/User3709, http://db.uwaterloo.ca/~galuc/wsdbm/User7787, http://db.uwaterloo.ca/~galuc/wsdbm/User17485, http://db.uwaterloo.ca/~galuc/wsdbm/User14882, http://db.uwaterloo.ca/~galuc/wsdbm/User10270, http://db.uwaterloo.ca/~galuc/wsdbm/User16364, http://db.uwaterloo.ca/~galuc/wsdbm/User12623]"
180,"[http://db.uwaterloo.ca/~galuc/wsdbm/User7859, http://db.uwaterloo.ca/~galuc/wsdbm/User12482, http://db.uwaterloo.ca/~galuc/wsdbm/User743, http://db.uwaterloo.ca/~galuc/wsdbm/User19567, http://db.uwaterloo.ca/~galuc/wsdbm/User5867, http://db.uwaterloo.ca/~galuc/wsdbm/User2070, http://db.uwaterloo.ca/~galuc/wsdbm/User12976, http://db.uwaterloo.ca/~galuc/wsdbm/User12984, http://db.uwaterloo.ca/~galuc/wsdbm/User3561, http://db.uwaterloo.ca/~galuc/wsdbm/User17679, http://db.uwaterloo.ca/~galuc/wsdbm/User12135, http://db.uwaterloo.ca/~galuc/wsdbm/User5441, http://db.uwaterloo.ca/~galuc/wsdbm/User262, http://db.uwaterloo.ca/~galuc/wsdbm/User4912, http://db.uwaterloo.ca/~galuc/wsdbm/User4915, http://db.uwaterloo.ca/~galuc/wsdbm/User1583, http://db.uwaterloo.ca/~galuc/wsdbm/User13345, http://db.uwaterloo.ca/~galuc/wsdbm/User10975, http://db.uwaterloo.ca/~galuc/wsdbm/User15848, http://db.uwaterloo.ca/~galuc/wsdbm/User18544, http://db.uwaterloo.ca/~galuc/wsdbm/User16207, http://db.uwaterloo.ca/~galuc/wsdbm/User10411, http://db.uwaterloo.ca/~galuc/wsdbm/User18773, http://db.uwaterloo.ca/~galuc/wsdbm/User897, http://db.uwaterloo.ca/~galuc/wsdbm/User11355]"
181,"[http://db.uwaterloo.ca/~galuc/wsdbm/User17301, http://db.uwaterloo.ca/~galuc/wsdbm/User17940, http://db.uwaterloo.ca/~galuc/wsdbm/User19488, http://db.uwaterloo.ca/~galuc/wsdbm/User17470]"
182,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13136, http://db.uwaterloo.ca/~galuc/wsdbm/User17809, http://db.uwaterloo.ca/~galuc/wsdbm/User1360, http://db.uwaterloo.ca/~galuc/wsdbm/User7892, http://db.uwaterloo.ca/~galuc/wsdbm/User2317]"
183,"[http://db.uwaterloo.ca/~galuc/wsdbm/User9552, http://db.uwaterloo.ca/~galuc/wsdbm/User14265, http://db.uwaterloo.ca/~galuc/wsdbm/User10617, http://db.uwaterloo.ca/~galuc/wsdbm/User11761, http://db.uwaterloo.ca/~galuc/wsdbm/User318, http://db.uwaterloo.ca/~galuc/wsdbm/User9528, http://db.uwaterloo.ca/~galuc/wsdbm/User9908, http://db.uwaterloo.ca/~galuc/wsdbm/User16750, http://db.uwaterloo.ca/~galuc/wsdbm/User18953, http://db.uwaterloo.ca/~galuc/wsdbm/User15019, http://db.uwaterloo.ca/~galuc/wsdbm/User19254, http://db.uwaterloo.ca/~galuc/wsdbm/User4663, http://db.uwaterloo.ca/~galuc/wsdbm/User7787, http://db.uwaterloo.ca/~galuc/wsdbm/User11511, http://db.uwaterloo.ca/~galuc/wsdbm/User9893, http://db.uwaterloo.ca/~galuc/wsdbm/User896, http://db.uwaterloo.ca/~galuc/wsdbm/User5976, http://db.uwaterloo.ca/~galuc/wsdbm/User17955, http://db.uwaterloo.ca/~galuc/wsdbm/User7156, http://db.uwaterloo.ca/~galuc/wsdbm/User7375, http://db.uwaterloo.ca/~galuc/wsdbm/User8278, http://db.uwaterloo.ca/~galuc/wsdbm/User12127, http://db.uwaterloo.ca/~galuc/wsdbm/User18880, http://db.uwaterloo.ca/~galuc/wsdbm/User7707]"
184,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10491, http://db.uwaterloo.ca/~galuc/wsdbm/User19145, http://db.uwaterloo.ca/~galuc/wsdbm/User2099, http://db.uwaterloo.ca/~galuc/wsdbm/User6827, http://db.uwaterloo.ca/~galuc/wsdbm/User16991, http://db.uwaterloo.ca/~galuc/wsdbm/User2410, http://db.uwaterloo.ca/~galuc/wsdbm/User11769, http://db.uwaterloo.ca/~galuc/wsdbm/User1125, http://db.uwaterloo.ca/~galuc/wsdbm/User12009, http://db.uwaterloo.ca/~galuc/wsdbm/User11753, http://db.uwaterloo.ca/~galuc/wsdbm/User2103, http://db.uwaterloo.ca/~galuc/wsdbm/User11376, http://db.uwaterloo.ca/~galuc/wsdbm/User14132, http://db.uwaterloo.ca/~galuc/wsdbm/User16193, http://db.uwaterloo.ca/~galuc/wsdbm/User1786]"
185,"[http://db.uwaterloo.ca/~galuc/wsdbm/User9217, http://db.uwaterloo.ca/~galuc/wsdbm/User9729, http://db.uwaterloo.ca/~galuc/wsdbm/User6943, http://db.uwaterloo.ca/~galuc/wsdbm/User17399, http://db.uwaterloo.ca/~galuc/wsdbm/User706, http://db.uwaterloo.ca/~galuc/wsdbm/User12492, http://db.uwaterloo.ca/~galuc/wsdbm/User1494, http://db.uwaterloo.ca/~galuc/wsdbm/User1564, http://db.uwaterloo.ca/~galuc/wsdbm/User17184, http://db.uwaterloo.ca/~galuc/wsdbm/User13639, http://db.uwaterloo.ca/~galuc/wsdbm/User3555, http://db.uwaterloo.ca/~galuc/wsdbm/User18691, http://db.uwaterloo.ca/~galuc/wsdbm/User8879, http://db.uwaterloo.ca/~galuc/wsdbm/User5874, http://db.uwaterloo.ca/~galuc/wsdbm/User15238, http://db.uwaterloo.ca/~galuc/wsdbm/User7608, http://db.uwaterloo.ca/~galuc/wsdbm/User3287, http://db.uwaterloo.ca/~galuc/wsdbm/User14649]"
186,[http://db.uwaterloo.ca/~galuc/wsdbm/User17975]
187,"[http://db.uwaterloo.ca/~galuc/wsdbm/User5567, http://db.uwaterloo.ca/~galuc/wsdbm/User14907, http://db.uwaterloo.ca/~galuc/wsdbm/User10144, http://db.uwaterloo.ca/~galuc/wsdbm/User15848, http://db.uwaterloo.ca/~galuc/wsdbm/User12777, http://db.uwaterloo.ca/~galuc/wsdbm/User19062, http://db.uwaterloo.ca/~galuc/wsdbm/User4146, http://db.uwaterloo.ca/~galuc/wsdbm/User8617, http://db.uwaterloo.ca/~galuc/wsdbm/User2692, http://db.uwaterloo.ca/~galuc/wsdbm/User4474]"
188,[]
189,[]
190,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3827, http://db.uwaterloo.ca/~galuc/wsdbm/User722, http://db.uwaterloo.ca/~galuc/wsdbm/User6926, http://db.uwaterloo.ca/~galuc/wsdbm/User1406, http://db.uwaterloo.ca/~galuc/wsdbm/User19423, http://db.uwaterloo.ca/~galuc/wsdbm/User7482, http://db.uwaterloo.ca/~galuc/wsdbm/User11700, http://db.uwaterloo.ca/~galuc/wsdbm/User17716, http://db.uwaterloo.ca/~galuc/wsdbm/User5102, http://db.uwaterloo.ca/~galuc/wsdbm/User5027, http://db.uwaterloo.ca/~galuc/wsdbm/User2066, http://db.uwaterloo.ca/~galuc/wsdbm/User7870]"
191,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10232, http://db.uwaterloo.ca/~galuc/wsdbm/User19914, http://db.uwaterloo.ca/~galuc/wsdbm/User12185, http://db.uwaterloo.ca/~galuc/wsdbm/User16300, http://db.uwaterloo.ca/~galuc/wsdbm/User4472, http://db.uwaterloo.ca/~galuc/wsdbm/User14471, http://db.uwaterloo.ca/~galuc/wsdbm/User11912, http://db.uwaterloo.ca/~galuc/wsdbm/User18976, http://db.uwaterloo.ca/~galuc/wsdbm/User15325, http://db.uwaterloo.ca/~galuc/wsdbm/User17440, http://db.uwaterloo.ca/~galuc/wsdbm/User2807, http://db.uwaterloo.ca/~galuc/wsdbm/User12720]"
