Query,Result
122,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3347, http://db.uwaterloo.ca/~galuc/wsdbm/User6148, http://db.uwaterloo.ca/~galuc/wsdbm/User16102, http://db.uwaterloo.ca/~galuc/wsdbm/User395, http://db.uwaterloo.ca/~galuc/wsdbm/User17249, http://db.uwaterloo.ca/~galuc/wsdbm/User11067, http://db.uwaterloo.ca/~galuc/wsdbm/User5411, http://db.uwaterloo.ca/~galuc/wsdbm/User16139, http://db.uwaterloo.ca/~galuc/wsdbm/User16845]"
123,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12827, http://db.uwaterloo.ca/~galuc/wsdbm/User6931, http://db.uwaterloo.ca/~galuc/wsdbm/User15778, http://db.uwaterloo.ca/~galuc/wsdbm/User6293, http://db.uwaterloo.ca/~galuc/wsdbm/User5688, http://db.uwaterloo.ca/~galuc/wsdbm/User6787, http://db.uwaterloo.ca/~galuc/wsdbm/User15782, http://db.uwaterloo.ca/~galuc/wsdbm/User2980, http://db.uwaterloo.ca/~galuc/wsdbm/User7254, http://db.uwaterloo.ca/~galuc/wsdbm/User9136, http://db.uwaterloo.ca/~galuc/wsdbm/User6865, http://db.uwaterloo.ca/~galuc/wsdbm/User13816, http://db.uwaterloo.ca/~galuc/wsdbm/User1479, http://db.uwaterloo.ca/~galuc/wsdbm/User16819, http://db.uwaterloo.ca/~galuc/wsdbm/User18833, http://db.uwaterloo.ca/~galuc/wsdbm/User10941, http://db.uwaterloo.ca/~galuc/wsdbm/User3842, http://db.uwaterloo.ca/~galuc/wsdbm/User3539, http://db.uwaterloo.ca/~galuc/wsdbm/User3495, http://db.uwaterloo.ca/~galuc/wsdbm/User10424, http://db.uwaterloo.ca/~galuc/wsdbm/User12860, http://db.uwaterloo.ca/~galuc/wsdbm/User4049]"
124,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1663, http://db.uwaterloo.ca/~galuc/wsdbm/User12979, http://db.uwaterloo.ca/~galuc/wsdbm/User10231, http://db.uwaterloo.ca/~galuc/wsdbm/User8655, http://db.uwaterloo.ca/~galuc/wsdbm/User15920]"
125,"[http://db.uwaterloo.ca/~galuc/wsdbm/User287, http://db.uwaterloo.ca/~galuc/wsdbm/User7004, http://db.uwaterloo.ca/~galuc/wsdbm/User10990, http://db.uwaterloo.ca/~galuc/wsdbm/User9814, http://db.uwaterloo.ca/~galuc/wsdbm/User8757, http://db.uwaterloo.ca/~galuc/wsdbm/User16268, http://db.uwaterloo.ca/~galuc/wsdbm/User16884, http://db.uwaterloo.ca/~galuc/wsdbm/User2104, http://db.uwaterloo.ca/~galuc/wsdbm/User9126, http://db.uwaterloo.ca/~galuc/wsdbm/User5332, http://db.uwaterloo.ca/~galuc/wsdbm/User6860, http://db.uwaterloo.ca/~galuc/wsdbm/User2134, http://db.uwaterloo.ca/~galuc/wsdbm/User1923, http://db.uwaterloo.ca/~galuc/wsdbm/User7368, http://db.uwaterloo.ca/~galuc/wsdbm/User12504, http://db.uwaterloo.ca/~galuc/wsdbm/User6973, http://db.uwaterloo.ca/~galuc/wsdbm/User10719, http://db.uwaterloo.ca/~galuc/wsdbm/User1062, http://db.uwaterloo.ca/~galuc/wsdbm/User9442, http://db.uwaterloo.ca/~galuc/wsdbm/User2164, http://db.uwaterloo.ca/~galuc/wsdbm/User15585, http://db.uwaterloo.ca/~galuc/wsdbm/User3737, http://db.uwaterloo.ca/~galuc/wsdbm/User14552, http://db.uwaterloo.ca/~galuc/wsdbm/User11779, http://db.uwaterloo.ca/~galuc/wsdbm/User18705, http://db.uwaterloo.ca/~galuc/wsdbm/User10958, http://db.uwaterloo.ca/~galuc/wsdbm/User1199, http://db.uwaterloo.ca/~galuc/wsdbm/User822, http://db.uwaterloo.ca/~galuc/wsdbm/User3342, http://db.uwaterloo.ca/~galuc/wsdbm/User12878, http://db.uwaterloo.ca/~galuc/wsdbm/User7057, http://db.uwaterloo.ca/~galuc/wsdbm/User2786, http://db.uwaterloo.ca/~galuc/wsdbm/User6986, http://db.uwaterloo.ca/~galuc/wsdbm/User14594, http://db.uwaterloo.ca/~galuc/wsdbm/User4565, http://db.uwaterloo.ca/~galuc/wsdbm/User16649, http://db.uwaterloo.ca/~galuc/wsdbm/User14270, http://db.uwaterloo.ca/~galuc/wsdbm/User8325, http://db.uwaterloo.ca/~galuc/wsdbm/User4059, http://db.uwaterloo.ca/~galuc/wsdbm/User2389, http://db.uwaterloo.ca/~galuc/wsdbm/User390, http://db.uwaterloo.ca/~galuc/wsdbm/User4028, http://db.uwaterloo.ca/~galuc/wsdbm/User876, http://db.uwaterloo.ca/~galuc/wsdbm/User18393, http://db.uwaterloo.ca/~galuc/wsdbm/User14185, http://db.uwaterloo.ca/~galuc/wsdbm/User5515, http://db.uwaterloo.ca/~galuc/wsdbm/User17215, http://db.uwaterloo.ca/~galuc/wsdbm/User1722, http://db.uwaterloo.ca/~galuc/wsdbm/User16342]"
126,"[http://db.uwaterloo.ca/~galuc/wsdbm/User19927, http://db.uwaterloo.ca/~galuc/wsdbm/User1460, http://db.uwaterloo.ca/~galuc/wsdbm/User5489, http://db.uwaterloo.ca/~galuc/wsdbm/User11805, http://db.uwaterloo.ca/~galuc/wsdbm/User2806]"
127,[http://db.uwaterloo.ca/~galuc/wsdbm/User11672]
128,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11566, http://db.uwaterloo.ca/~galuc/wsdbm/User9906, http://db.uwaterloo.ca/~galuc/wsdbm/User7220, http://db.uwaterloo.ca/~galuc/wsdbm/User15984, http://db.uwaterloo.ca/~galuc/wsdbm/User784, http://db.uwaterloo.ca/~galuc/wsdbm/User1978, http://db.uwaterloo.ca/~galuc/wsdbm/User9775]"
129,"[http://db.uwaterloo.ca/~galuc/wsdbm/User11354, http://db.uwaterloo.ca/~galuc/wsdbm/User421, http://db.uwaterloo.ca/~galuc/wsdbm/User1853, http://db.uwaterloo.ca/~galuc/wsdbm/User12099, http://db.uwaterloo.ca/~galuc/wsdbm/User9115, http://db.uwaterloo.ca/~galuc/wsdbm/User14957, http://db.uwaterloo.ca/~galuc/wsdbm/User2803]"
130,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16506, http://db.uwaterloo.ca/~galuc/wsdbm/User12825, http://db.uwaterloo.ca/~galuc/wsdbm/User11599]"
131,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12431, http://db.uwaterloo.ca/~galuc/wsdbm/User5391, http://db.uwaterloo.ca/~galuc/wsdbm/User18928, http://db.uwaterloo.ca/~galuc/wsdbm/User670, http://db.uwaterloo.ca/~galuc/wsdbm/User13753, http://db.uwaterloo.ca/~galuc/wsdbm/User18105, http://db.uwaterloo.ca/~galuc/wsdbm/User4664, http://db.uwaterloo.ca/~galuc/wsdbm/User12340, http://db.uwaterloo.ca/~galuc/wsdbm/User5144, http://db.uwaterloo.ca/~galuc/wsdbm/User17755, http://db.uwaterloo.ca/~galuc/wsdbm/User7703, http://db.uwaterloo.ca/~galuc/wsdbm/User3809, http://db.uwaterloo.ca/~galuc/wsdbm/User136, http://db.uwaterloo.ca/~galuc/wsdbm/User16152, http://db.uwaterloo.ca/~galuc/wsdbm/User18635, http://db.uwaterloo.ca/~galuc/wsdbm/User13130, http://db.uwaterloo.ca/~galuc/wsdbm/User12613, http://db.uwaterloo.ca/~galuc/wsdbm/User3173, http://db.uwaterloo.ca/~galuc/wsdbm/User2494, http://db.uwaterloo.ca/~galuc/wsdbm/User15925, http://db.uwaterloo.ca/~galuc/wsdbm/User4156, http://db.uwaterloo.ca/~galuc/wsdbm/User14475, http://db.uwaterloo.ca/~galuc/wsdbm/User1276, http://db.uwaterloo.ca/~galuc/wsdbm/User4884, http://db.uwaterloo.ca/~galuc/wsdbm/User13106]"
132,"[http://db.uwaterloo.ca/~galuc/wsdbm/User5875, http://db.uwaterloo.ca/~galuc/wsdbm/User10617, http://db.uwaterloo.ca/~galuc/wsdbm/User1369, http://db.uwaterloo.ca/~galuc/wsdbm/User9264, http://db.uwaterloo.ca/~galuc/wsdbm/User5638, http://db.uwaterloo.ca/~galuc/wsdbm/User13698, http://db.uwaterloo.ca/~galuc/wsdbm/User12523, http://db.uwaterloo.ca/~galuc/wsdbm/User1400, http://db.uwaterloo.ca/~galuc/wsdbm/User1234, http://db.uwaterloo.ca/~galuc/wsdbm/User10774, http://db.uwaterloo.ca/~galuc/wsdbm/User1368, http://db.uwaterloo.ca/~galuc/wsdbm/User4481, http://db.uwaterloo.ca/~galuc/wsdbm/User7890, http://db.uwaterloo.ca/~galuc/wsdbm/User10123, http://db.uwaterloo.ca/~galuc/wsdbm/User14147, http://db.uwaterloo.ca/~galuc/wsdbm/User17579, http://db.uwaterloo.ca/~galuc/wsdbm/User3449, http://db.uwaterloo.ca/~galuc/wsdbm/User18810, http://db.uwaterloo.ca/~galuc/wsdbm/User10339, http://db.uwaterloo.ca/~galuc/wsdbm/User12687, http://db.uwaterloo.ca/~galuc/wsdbm/User5745, http://db.uwaterloo.ca/~galuc/wsdbm/User3852, http://db.uwaterloo.ca/~galuc/wsdbm/User8223, http://db.uwaterloo.ca/~galuc/wsdbm/User13124, http://db.uwaterloo.ca/~galuc/wsdbm/User19444]"
133,"[http://db.uwaterloo.ca/~galuc/wsdbm/User2767, http://db.uwaterloo.ca/~galuc/wsdbm/User8346, http://db.uwaterloo.ca/~galuc/wsdbm/User1909, http://db.uwaterloo.ca/~galuc/wsdbm/User9567, http://db.uwaterloo.ca/~galuc/wsdbm/User146, http://db.uwaterloo.ca/~galuc/wsdbm/User1171]"
134,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8503, http://db.uwaterloo.ca/~galuc/wsdbm/User1356, http://db.uwaterloo.ca/~galuc/wsdbm/User2928, http://db.uwaterloo.ca/~galuc/wsdbm/User15609, http://db.uwaterloo.ca/~galuc/wsdbm/User8700, http://db.uwaterloo.ca/~galuc/wsdbm/User8905, http://db.uwaterloo.ca/~galuc/wsdbm/User10737]"
135,"[http://db.uwaterloo.ca/~galuc/wsdbm/User10619, http://db.uwaterloo.ca/~galuc/wsdbm/User14424, http://db.uwaterloo.ca/~galuc/wsdbm/User13560, http://db.uwaterloo.ca/~galuc/wsdbm/User2004, http://db.uwaterloo.ca/~galuc/wsdbm/User7471]"
136,"[http://db.uwaterloo.ca/~galuc/wsdbm/User12431, http://db.uwaterloo.ca/~galuc/wsdbm/User5391, http://db.uwaterloo.ca/~galuc/wsdbm/User18928, http://db.uwaterloo.ca/~galuc/wsdbm/User670, http://db.uwaterloo.ca/~galuc/wsdbm/User13753, http://db.uwaterloo.ca/~galuc/wsdbm/User18105, http://db.uwaterloo.ca/~galuc/wsdbm/User4664, http://db.uwaterloo.ca/~galuc/wsdbm/User12340, http://db.uwaterloo.ca/~galuc/wsdbm/User5144, http://db.uwaterloo.ca/~galuc/wsdbm/User17755, http://db.uwaterloo.ca/~galuc/wsdbm/User7703, http://db.uwaterloo.ca/~galuc/wsdbm/User3809, http://db.uwaterloo.ca/~galuc/wsdbm/User136, http://db.uwaterloo.ca/~galuc/wsdbm/User16152, http://db.uwaterloo.ca/~galuc/wsdbm/User18635, http://db.uwaterloo.ca/~galuc/wsdbm/User13130, http://db.uwaterloo.ca/~galuc/wsdbm/User12613, http://db.uwaterloo.ca/~galuc/wsdbm/User3173, http://db.uwaterloo.ca/~galuc/wsdbm/User2494, http://db.uwaterloo.ca/~galuc/wsdbm/User15925, http://db.uwaterloo.ca/~galuc/wsdbm/User4156, http://db.uwaterloo.ca/~galuc/wsdbm/User14475, http://db.uwaterloo.ca/~galuc/wsdbm/User1276, http://db.uwaterloo.ca/~galuc/wsdbm/User4884, http://db.uwaterloo.ca/~galuc/wsdbm/User13106]"
137,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1250, http://db.uwaterloo.ca/~galuc/wsdbm/User3183, http://db.uwaterloo.ca/~galuc/wsdbm/User14565, http://db.uwaterloo.ca/~galuc/wsdbm/User788, http://db.uwaterloo.ca/~galuc/wsdbm/User1567, http://db.uwaterloo.ca/~galuc/wsdbm/User6925, http://db.uwaterloo.ca/~galuc/wsdbm/User13876, http://db.uwaterloo.ca/~galuc/wsdbm/User8789, http://db.uwaterloo.ca/~galuc/wsdbm/User7729]"
138,"[http://db.uwaterloo.ca/~galuc/wsdbm/User18687, http://db.uwaterloo.ca/~galuc/wsdbm/User8673, http://db.uwaterloo.ca/~galuc/wsdbm/User15148]"
139,"[http://db.uwaterloo.ca/~galuc/wsdbm/User5983, http://db.uwaterloo.ca/~galuc/wsdbm/User9880, http://db.uwaterloo.ca/~galuc/wsdbm/User518, http://db.uwaterloo.ca/~galuc/wsdbm/User18443]"
140,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8904, http://db.uwaterloo.ca/~galuc/wsdbm/User16888, http://db.uwaterloo.ca/~galuc/wsdbm/User10582, http://db.uwaterloo.ca/~galuc/wsdbm/User16642, http://db.uwaterloo.ca/~galuc/wsdbm/User19807, http://db.uwaterloo.ca/~galuc/wsdbm/User12720, http://db.uwaterloo.ca/~galuc/wsdbm/User2360]"
141,"[http://db.uwaterloo.ca/~galuc/wsdbm/User16808, http://db.uwaterloo.ca/~galuc/wsdbm/User19900, http://db.uwaterloo.ca/~galuc/wsdbm/User16099, http://db.uwaterloo.ca/~galuc/wsdbm/User11709, http://db.uwaterloo.ca/~galuc/wsdbm/User15394, http://db.uwaterloo.ca/~galuc/wsdbm/User17376, http://db.uwaterloo.ca/~galuc/wsdbm/User5260, http://db.uwaterloo.ca/~galuc/wsdbm/User10838, http://db.uwaterloo.ca/~galuc/wsdbm/User7994, http://db.uwaterloo.ca/~galuc/wsdbm/User15008, http://db.uwaterloo.ca/~galuc/wsdbm/User12326, http://db.uwaterloo.ca/~galuc/wsdbm/User4285, http://db.uwaterloo.ca/~galuc/wsdbm/User5803, http://db.uwaterloo.ca/~galuc/wsdbm/User14432, http://db.uwaterloo.ca/~galuc/wsdbm/User4766, http://db.uwaterloo.ca/~galuc/wsdbm/User3002, http://db.uwaterloo.ca/~galuc/wsdbm/User19492, http://db.uwaterloo.ca/~galuc/wsdbm/User4851, http://db.uwaterloo.ca/~galuc/wsdbm/User1319, http://db.uwaterloo.ca/~galuc/wsdbm/User8418, http://db.uwaterloo.ca/~galuc/wsdbm/User6209, http://db.uwaterloo.ca/~galuc/wsdbm/User19227, http://db.uwaterloo.ca/~galuc/wsdbm/User1355, http://db.uwaterloo.ca/~galuc/wsdbm/User18442, http://db.uwaterloo.ca/~galuc/wsdbm/User13887, http://db.uwaterloo.ca/~galuc/wsdbm/User6676, http://db.uwaterloo.ca/~galuc/wsdbm/User389, http://db.uwaterloo.ca/~galuc/wsdbm/User19034, http://db.uwaterloo.ca/~galuc/wsdbm/User769, http://db.uwaterloo.ca/~galuc/wsdbm/User17304, http://db.uwaterloo.ca/~galuc/wsdbm/User17743, http://db.uwaterloo.ca/~galuc/wsdbm/User12050, http://db.uwaterloo.ca/~galuc/wsdbm/User3583, http://db.uwaterloo.ca/~galuc/wsdbm/User16960, http://db.uwaterloo.ca/~galuc/wsdbm/User15671, http://db.uwaterloo.ca/~galuc/wsdbm/User11539, http://db.uwaterloo.ca/~galuc/wsdbm/User1745, http://db.uwaterloo.ca/~galuc/wsdbm/User6328, http://db.uwaterloo.ca/~galuc/wsdbm/User13854, http://db.uwaterloo.ca/~galuc/wsdbm/User3567, http://db.uwaterloo.ca/~galuc/wsdbm/User19041, http://db.uwaterloo.ca/~galuc/wsdbm/User15520, http://db.uwaterloo.ca/~galuc/wsdbm/User868, http://db.uwaterloo.ca/~galuc/wsdbm/User8977, http://db.uwaterloo.ca/~galuc/wsdbm/User13075, http://db.uwaterloo.ca/~galuc/wsdbm/User19363, http://db.uwaterloo.ca/~galuc/wsdbm/User5465, http://db.uwaterloo.ca/~galuc/wsdbm/User13578, http://db.uwaterloo.ca/~galuc/wsdbm/User424, http://db.uwaterloo.ca/~galuc/wsdbm/User8461, http://db.uwaterloo.ca/~galuc/wsdbm/User19321, http://db.uwaterloo.ca/~galuc/wsdbm/User7858, http://db.uwaterloo.ca/~galuc/wsdbm/User13788, http://db.uwaterloo.ca/~galuc/wsdbm/User9941, http://db.uwaterloo.ca/~galuc/wsdbm/User15755, http://db.uwaterloo.ca/~galuc/wsdbm/User7175, http://db.uwaterloo.ca/~galuc/wsdbm/User10954, http://db.uwaterloo.ca/~galuc/wsdbm/User18373, http://db.uwaterloo.ca/~galuc/wsdbm/User9413, http://db.uwaterloo.ca/~galuc/wsdbm/User1951, http://db.uwaterloo.ca/~galuc/wsdbm/User12294, http://db.uwaterloo.ca/~galuc/wsdbm/User17931, http://db.uwaterloo.ca/~galuc/wsdbm/User10221, http://db.uwaterloo.ca/~galuc/wsdbm/User14514, http://db.uwaterloo.ca/~galuc/wsdbm/User2714, http://db.uwaterloo.ca/~galuc/wsdbm/User2981, http://db.uwaterloo.ca/~galuc/wsdbm/User5221, http://db.uwaterloo.ca/~galuc/wsdbm/User19510, http://db.uwaterloo.ca/~galuc/wsdbm/User4869, http://db.uwaterloo.ca/~galuc/wsdbm/User7100, http://db.uwaterloo.ca/~galuc/wsdbm/User9399, http://db.uwaterloo.ca/~galuc/wsdbm/User19613, http://db.uwaterloo.ca/~galuc/wsdbm/User5882, http://db.uwaterloo.ca/~galuc/wsdbm/User10537, http://db.uwaterloo.ca/~galuc/wsdbm/User14537, http://db.uwaterloo.ca/~galuc/wsdbm/User59, http://db.uwaterloo.ca/~galuc/wsdbm/User2166, http://db.uwaterloo.ca/~galuc/wsdbm/User5153, http://db.uwaterloo.ca/~galuc/wsdbm/User13636, http://db.uwaterloo.ca/~galuc/wsdbm/User19880, http://db.uwaterloo.ca/~galuc/wsdbm/User2919, http://db.uwaterloo.ca/~galuc/wsdbm/User12974, http://db.uwaterloo.ca/~galuc/wsdbm/User9726, http://db.uwaterloo.ca/~galuc/wsdbm/User13285, http://db.uwaterloo.ca/~galuc/wsdbm/User17522, http://db.uwaterloo.ca/~galuc/wsdbm/User15179, http://db.uwaterloo.ca/~galuc/wsdbm/User582, http://db.uwaterloo.ca/~galuc/wsdbm/User15100, http://db.uwaterloo.ca/~galuc/wsdbm/User15308, http://db.uwaterloo.ca/~galuc/wsdbm/User9544, http://db.uwaterloo.ca/~galuc/wsdbm/User5506, http://db.uwaterloo.ca/~galuc/wsdbm/User5523, http://db.uwaterloo.ca/~galuc/wsdbm/User13403, http://db.uwaterloo.ca/~galuc/wsdbm/User19965, http://db.uwaterloo.ca/~galuc/wsdbm/User9722, http://db.uwaterloo.ca/~galuc/wsdbm/User8233, http://db.uwaterloo.ca/~galuc/wsdbm/User5621, http://db.uwaterloo.ca/~galuc/wsdbm/User13687, http://db.uwaterloo.ca/~galuc/wsdbm/User9306, http://db.uwaterloo.ca/~galuc/wsdbm/User5104, http://db.uwaterloo.ca/~galuc/wsdbm/User11450, http://db.uwaterloo.ca/~galuc/wsdbm/User7982, http://db.uwaterloo.ca/~galuc/wsdbm/User16625, http://db.uwaterloo.ca/~galuc/wsdbm/User6769, http://db.uwaterloo.ca/~galuc/wsdbm/User2616, http://db.uwaterloo.ca/~galuc/wsdbm/User12094, http://db.uwaterloo.ca/~galuc/wsdbm/User16208, http://db.uwaterloo.ca/~galuc/wsdbm/User4423, http://db.uwaterloo.ca/~galuc/wsdbm/User11732, http://db.uwaterloo.ca/~galuc/wsdbm/User14913, http://db.uwaterloo.ca/~galuc/wsdbm/User1035, http://db.uwaterloo.ca/~galuc/wsdbm/User12263, http://db.uwaterloo.ca/~galuc/wsdbm/User8045, http://db.uwaterloo.ca/~galuc/wsdbm/User6527, http://db.uwaterloo.ca/~galuc/wsdbm/User16269, http://db.uwaterloo.ca/~galuc/wsdbm/User12806, http://db.uwaterloo.ca/~galuc/wsdbm/User15586, http://db.uwaterloo.ca/~galuc/wsdbm/User14020, http://db.uwaterloo.ca/~galuc/wsdbm/User12653, http://db.uwaterloo.ca/~galuc/wsdbm/User8323, http://db.uwaterloo.ca/~galuc/wsdbm/User19720, http://db.uwaterloo.ca/~galuc/wsdbm/User9924, http://db.uwaterloo.ca/~galuc/wsdbm/User14896, http://db.uwaterloo.ca/~galuc/wsdbm/User10875, http://db.uwaterloo.ca/~galuc/wsdbm/User16924, http://db.uwaterloo.ca/~galuc/wsdbm/User7262, http://db.uwaterloo.ca/~galuc/wsdbm/User17501, http://db.uwaterloo.ca/~galuc/wsdbm/User2938, http://db.uwaterloo.ca/~galuc/wsdbm/User4529, http://db.uwaterloo.ca/~galuc/wsdbm/User11475, http://db.uwaterloo.ca/~galuc/wsdbm/User11970]"
142,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1278, http://db.uwaterloo.ca/~galuc/wsdbm/User9081, http://db.uwaterloo.ca/~galuc/wsdbm/User4419, http://db.uwaterloo.ca/~galuc/wsdbm/User938]"
143,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3347, http://db.uwaterloo.ca/~galuc/wsdbm/User6148, http://db.uwaterloo.ca/~galuc/wsdbm/User16102, http://db.uwaterloo.ca/~galuc/wsdbm/User395, http://db.uwaterloo.ca/~galuc/wsdbm/User17249, http://db.uwaterloo.ca/~galuc/wsdbm/User11067, http://db.uwaterloo.ca/~galuc/wsdbm/User5411, http://db.uwaterloo.ca/~galuc/wsdbm/User16139, http://db.uwaterloo.ca/~galuc/wsdbm/User16845]"
144,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8705, http://db.uwaterloo.ca/~galuc/wsdbm/User15418, http://db.uwaterloo.ca/~galuc/wsdbm/User8439, http://db.uwaterloo.ca/~galuc/wsdbm/User19478]"
145,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8503, http://db.uwaterloo.ca/~galuc/wsdbm/User1356, http://db.uwaterloo.ca/~galuc/wsdbm/User2928, http://db.uwaterloo.ca/~galuc/wsdbm/User15609, http://db.uwaterloo.ca/~galuc/wsdbm/User8700, http://db.uwaterloo.ca/~galuc/wsdbm/User8905, http://db.uwaterloo.ca/~galuc/wsdbm/User10737]"
146,"[http://db.uwaterloo.ca/~galuc/wsdbm/User8474, http://db.uwaterloo.ca/~galuc/wsdbm/User1093, http://db.uwaterloo.ca/~galuc/wsdbm/User15106]"
147,"[http://db.uwaterloo.ca/~galuc/wsdbm/User1488, http://db.uwaterloo.ca/~galuc/wsdbm/User4202]"
148,"[http://db.uwaterloo.ca/~galuc/wsdbm/User5429, http://db.uwaterloo.ca/~galuc/wsdbm/User7945, http://db.uwaterloo.ca/~galuc/wsdbm/User3880, http://db.uwaterloo.ca/~galuc/wsdbm/User2942, http://db.uwaterloo.ca/~galuc/wsdbm/User9169, http://db.uwaterloo.ca/~galuc/wsdbm/User2009, http://db.uwaterloo.ca/~galuc/wsdbm/User602]"
149,"[http://db.uwaterloo.ca/~galuc/wsdbm/User15814, http://db.uwaterloo.ca/~galuc/wsdbm/User16740, http://db.uwaterloo.ca/~galuc/wsdbm/User15902]"
150,"[http://db.uwaterloo.ca/~galuc/wsdbm/User13266, http://db.uwaterloo.ca/~galuc/wsdbm/User17037, http://db.uwaterloo.ca/~galuc/wsdbm/User19550, http://db.uwaterloo.ca/~galuc/wsdbm/User3170]"
151,"[http://db.uwaterloo.ca/~galuc/wsdbm/User5099, http://db.uwaterloo.ca/~galuc/wsdbm/User16507, http://db.uwaterloo.ca/~galuc/wsdbm/User18065, http://db.uwaterloo.ca/~galuc/wsdbm/User10187, http://db.uwaterloo.ca/~galuc/wsdbm/User8958]"
152,"[http://db.uwaterloo.ca/~galuc/wsdbm/User3063, http://db.uwaterloo.ca/~galuc/wsdbm/User4468, http://db.uwaterloo.ca/~galuc/wsdbm/User5234, http://db.uwaterloo.ca/~galuc/wsdbm/User3622, http://db.uwaterloo.ca/~galuc/wsdbm/User2351, http://db.uwaterloo.ca/~galuc/wsdbm/User8566, http://db.uwaterloo.ca/~galuc/wsdbm/User18811]"
